userID,placeID,rating
1057,0005,5
1056,0005,4
1052,0005,5
1051,0005,4
1055,0005,4
1053,0005,4
1054,0005,5
1058,0005,4
1092,0005,5
1090,0005,5
1094,0005,5
1096,0005,4
1093,0005,5
1095,0005,5
1091,0005,5
1028,0005,2
1026,0005,4
1027,0005,4
1024,0005,5
1029,0005,5
1001,0006,4
1002,0006,4
1003,0006,5
1004,0006,5
1005,0006,5
1006,0006,5
1007,0006,5
1008,0006,4
1009,0006,5
1010,0006,5
1011,0006,4
1012,0006,4
1013,0006,5
1014,0006,5
1015,0006,4
1016,0006,4
1017,0006,5
1018,0006,5
1019,0006,5
1020,0006,4
1021,0006,5
1022,0006,4
1023,0006,5
1024,0006,5
1025,0006,4
1026,0006,4
1027,0006,4
1028,0006,5
1029,0006,4
1030,0006,5
1031,0006,4
1032,0006,2
1033,0006,4
1034,0006,5
1035,0006,4
1036,0006,4
1037,0006,5
1038,0006,4
1039,0006,5
1040,0006,4
1041,0006,4
1042,0006,5
1043,0006,4
1044,0006,5
1045,0006,5
1046,0006,4
1047,0006,4
1048,0006,5
1049,0006,5
1050,0006,5
1057,0007,4
1056,0007,5
1052,0007,4
1051,0007,3
1055,0007,5
1053,0007,4
1054,0007,5
1058,0007,4
1092,0007,5
1090,0007,3
1094,0007,5
1096,0007,5
1093,0007,5
1095,0007,5
1091,0007,5
1048,0007,5
1049,0007,5
1050,0007,5
1080,0007,4
1074,0007,5
1083,0007,4
1076,0007,5
1084,0007,5
1078,0007,4
1081,0007,4
1082,0007,3
1086,0007,4
1077,0007,4
1075,0007,5
1085,0007,3
1079,0007,3
1087,0007,5
1088,0007,5
1089,0007,5
1119,0007,5
1116,0007,1
1122,0007,5
1118,0007,5
1121,0007,1
1120,0007,2
1117,0007,5
1046,0007,5
1047,0007,5
1111,0007,5
1113,0007,4
1110,0007,5
1115,0007,5
1112,0007,4
1114,0007,3
1123,0007,5
1001,0008,4
1002,0008,5
1003,0008,4
1004,0008,3
1005,0008,3
1006,0008,5
1007,0008,5
1008,0008,5
1016,0008,5
1017,0008,4
1051,0008,5
1052,0008,5
1053,0008,5
1054,0008,5
1055,0008,5
1056,0008,4
1057,0008,4
1058,0008,5
1059,0008,5
1060,0008,5
1061,0008,5
1062,0008,5
1063,0008,5
1064,0008,5
1009,0008,5
1010,0008,4
1011,0008,5
1012,0008,3
1013,0008,4
1014,0008,5
1015,0008,5
1018,0008,5
1019,0008,5
1020,0008,3
1044,0008,5
1045,0008,5
1046,0008,5
1047,0008,4
1048,0008,2
1049,0008,3
1050,0008,2
1065,0008,5
1066,0008,5
1067,0008,3
1068,0008,4
1069,0008,5
1070,0008,1
1071,0008,4
1072,0008,4
1073,0008,4
1001,0009,3
1002,0009,5
1003,0009,5
1004,0009,3
1005,0009,4
1006,0009,4
1007,0009,4
1008,0009,4
1009,0009,4
1010,0009,1
1011,0009,4
1012,0009,3
1013,0009,4
1014,0009,3
1015,0009,1
1016,0009,4
1017,0009,4
1018,0009,4
1019,0009,4
1020,0009,5
1021,0009,3
1022,0009,3
1023,0009,4
1024,0009,4
1025,0009,5
1026,0009,5
1027,0009,3
1028,0009,3
1029,0009,3
1030,0009,3
1031,0009,4
1032,0009,4
1033,0009,4
1034,0009,3
1035,0009,3
1036,0009,4
1037,0009,4
1038,0009,4
1039,0009,4
1041,0009,4
1042,0009,4
1043,0009,3
1044,0009,5
1045,0009,4
1046,0009,4
1047,0009,5
1133,0009,5
1134,0009,1
1135,0009,4
1136,0009,5
1001,0010,4
1002,0010,5
1003,0010,5
1004,0010,5
1005,0010,2
1006,0010,5
1007,0010,5
1008,0010,5
1009,0010,5
1010,0010,5
1011,0010,5
1012,0010,5
1013,0010,5
1014,0010,5
1015,0010,4
1016,0010,5
1017,0010,5
1018,0010,5
1019,0010,5
1020,0010,4
1021,0010,3
1022,0010,5
1023,0010,5
1024,0010,5
1025,0010,5
1026,0010,5
1027,0010,5
1028,0010,5
1029,0010,5
1030,0010,5
1031,0010,4
1032,0010,5
1033,0010,5
1034,0010,5
1035,0010,5
1036,0010,5
1037,0010,5
1038,0010,5
1039,0010,5
1040,0010,5
1041,0010,5
1042,0010,5
1043,0010,4
1051,0010,5
1052,0010,5
1053,0010,5
1054,0010,5
1097,0010,5
1098,0010,5
1109,0010,5
1001,0011,5
1002,0011,5
1003,0011,5
1004,0011,4
1005,0011,5
1006,0011,5
1007,0011,5
1008,0011,2
1009,0011,5
1010,0011,5
1011,0011,3
1012,0011,4
1013,0011,2
1014,0011,4
1015,0011,5
1016,0011,4
1017,0011,5
1018,0011,4
1019,0011,5
1020,0011,5
1021,0011,5
1022,0011,5
1023,0011,5
1024,0011,5
1025,0011,5
1026,0011,5
1027,0011,5
1028,0011,5
1029,0011,5
1030,0011,5
1031,0011,5
1032,0011,5
1033,0011,5
1034,0011,5
1035,0011,5
1036,0011,4
1037,0011,5
1038,0011,5
1039,0011,5
1040,0011,5
1041,0011,5
1042,0011,5
1043,0011,5
1097,0011,5
1098,0011,5
1110,0011,5
1111,0011,5
1112,0011,5
1113,0011,5
1114,0011,5
1001,0012,5
1002,0012,5
1003,0012,4
1004,0012,4
1005,0012,5
1006,0012,5
1007,0012,4
1008,0012,5
1009,0012,4
1010,0012,4
1011,0012,5
1012,0012,4
1013,0012,3
1014,0012,4
1015,0012,5
1016,0012,5
1017,0012,4
1018,0012,3
1019,0012,4
1020,0012,4
1021,0012,4
1022,0012,4
1023,0012,5
1024,0012,4
1025,0012,4
1026,0012,4
1027,0012,5
1028,0012,3
1029,0012,5
1030,0012,4
1031,0012,4
1032,0012,4
1033,0012,4
1034,0012,5
1035,0012,4
1036,0012,3
1038,0012,4
1039,0012,3
1041,0012,4
1042,0012,3
1043,0012,3
1044,0012,4
1045,0012,2
1001,0013,4
1002,0013,5
1003,0013,4
1004,0013,4
1005,0013,4
1006,0013,4
1007,0013,4
1008,0013,4
1016,0013,4
1017,0013,3
1051,0013,4
1052,0013,5
1053,0013,5
1054,0013,5
1055,0013,4
1056,0013,5
1057,0013,5
1058,0013,5
1059,0013,3
1060,0013,1
1061,0013,5
1062,0013,5
1063,0013,4
1064,0013,4
1009,0013,4
1010,0013,2
1011,0013,2
1012,0013,5
1013,0013,3
1014,0013,3
1015,0013,4
1018,0013,4
1019,0013,5
1020,0013,5
1044,0013,1
1045,0013,3
1046,0013,3
1047,0013,4
1048,0013,4
1049,0013,5
1050,0013,4
1065,0013,5
1066,0013,1
1067,0013,2
1068,0013,2
1069,0013,1
1070,0013,3
1071,0013,3
1072,0013,4
1073,0013,5
1057,0014,4
1056,0014,5
1052,0014,4
1051,0014,4
1055,0014,5
1053,0014,5
1054,0014,1
1058,0014,5
1092,0014,5
1090,0014,4
1094,0014,5
1096,0014,5
1093,0014,4
1095,0014,4
1091,0014,5
1048,0014,5
1049,0014,4
1050,0014,5
1080,0014,5
1074,0014,5
1083,0014,4
1076,0014,3
1084,0014,5
1078,0014,5
1081,0014,4
1082,0014,5
1086,0014,2
1077,0014,4
1075,0014,4
1085,0014,5
1079,0014,5
1087,0014,4
1088,0014,5
1089,0014,2
1119,0014,5
1116,0014,5
1122,0014,4
1118,0014,3
1121,0014,5
1120,0014,1
1117,0014,5
1129,0014,5
1126,0014,5
1124,0014,5
1132,0014,2
1130,0014,5
1127,0014,5
1128,0014,3
1125,0014,5
1131,0014,5
1001,0015,5
1002,0015,5
1003,0015,5
1004,0015,5
1005,0015,5
1006,0015,5
1007,0015,4
1008,0015,4
1009,0015,5
1010,0015,5
1011,0015,5
1012,0015,5
1013,0015,3
1014,0015,4
1015,0015,4
1016,0015,5
1017,0015,5
1018,0015,5
1019,0015,5
1020,0015,5
1021,0015,5
1022,0015,5
1023,0015,4
1024,0015,5
1025,0015,5
1026,0015,4
1027,0015,5
1028,0015,5
1029,0015,4
1030,0015,5
1031,0015,4
1032,0015,3
1033,0015,4
1034,0015,5
1035,0015,4
1036,0015,4
1037,0015,4
1038,0015,5
1039,0015,5
1040,0015,4
1041,0015,4
1042,0015,5
1043,0015,5
1044,0015,4
1045,0015,5
1046,0015,3
1047,0015,4
1048,0015,5
1049,0015,4
1050,0015,5
1001,0016,5
1002,0016,4
1021,0016,5
1022,0016,5
1023,0016,5
1059,0016,5
1060,0016,5
1065,0016,5
1066,0016,5
1067,0016,5
1068,0016,5
1069,0016,5
1099,0016,5
1100,0016,5
1101,0016,5
1102,0016,5
1103,0016,5
1104,0016,5
1105,0016,5
1106,0016,5
1107,0016,5
1108,0016,5
1061,0016,5
1062,0016,5
1063,0016,5
1064,0016,5
1070,0016,5
1071,0016,5
1072,0016,4
1073,0016,5
1074,0016,5
1075,0016,5
1076,0016,5
1077,0016,5
1078,0016,5
1079,0016,5
1080,0016,5
1081,0016,3
1082,0016,5
1083,0016,5
1084,0016,5
1085,0016,5
1086,0016,5
1087,0016,5
1088,0016,5
1089,0016,5
1094,0016,5
1095,0016,4
1096,0016,5
1001,0017,5
1002,0017,5
1003,0017,4
1004,0017,4
1005,0017,5
1006,0017,5
1007,0017,5
1008,0017,4
1016,0017,5
1017,0017,5
1051,0017,4
1052,0017,5
1053,0017,3
1054,0017,5
1055,0017,5
1056,0017,5
1057,0017,5
1058,0017,5
1059,0017,5
1060,0017,5
1061,0017,5
1062,0017,5
1063,0017,5
1064,0017,5
1001,0018,5
1002,0018,4
1003,0018,4
1004,0018,4
1005,0018,4
1006,0018,4
1007,0018,3
1008,0018,4
1009,0018,1
1010,0018,5
1011,0018,3
1012,0018,3
1013,0018,4
1014,0018,5
1015,0018,4
1016,0018,4
1017,0018,3
1018,0018,3
1019,0018,3
1020,0018,4
1024,0018,5
1025,0018,4
1033,0018,4
1034,0018,5
1035,0018,4
1036,0018,2
